Training started at 2025-05-29 14:17:42
Logging training to saved/almgren_NAISnet_ReLU\training.log

+---------------------------+---------------------------+
| Training Configuration    |                           |
+---------------------------+---------------------------+
| Epochs                    | 5000                      |
| Learning Rate             | 0.001                     |
| Adaptive LR               | True                      |
| lambda_Y (Y loss)         | 1                         |
| lambda_T (Terminal loss)  | 0.01                      |
| lambda_TG (Gradient loss) | 0.01                      |
| Number of Paths           | 1024                      |
| Batch Size                | 1024                      |
| Architecture              | NAISnet                   |
| Depth                     | 9                         |
| Width                     | 256                       |
| Activation                | ReLU                      |
| T                         | 1.0                       |
| N                         | 40                        |
| Supervised                | True                      |
+---------------------------+---------------------------+

   Epoch |   Total loss |       Y loss |      T. loss |    T.G. loss |         LR |  Memory [MB] | Time [s] |      ETA | Status              
    3100 |     3.51e-03 |     3.41e-03 |     4.17e-05 |     5.84e-05 |   5.12e-04 |        25.11 |     2.68 |   1m 36s | Model saved         
    3150 |     2.87e-03 |     2.78e-03 |     3.38e-05 |     5.75e-05 |   5.12e-04 |        25.11 |     2.70 |   1m 34s | Model saved (best)  
    3200 |     2.74e-03 |     2.64e-03 |     3.73e-05 |     5.95e-05 |   5.12e-04 |        25.11 |     2.63 |   1m 31s | Model saved (best)  
    3250 |     3.57e-03 |     3.46e-03 |     4.44e-05 |     6.10e-05 |   5.12e-04 |        25.11 |     2.62 |   1m 29s | Model saved         
    3300 |     3.73e-03 |     3.61e-03 |     5.25e-05 |     6.69e-05 |   5.12e-04 |        25.11 |     2.42 |   1m 26s | Model saved         
    3350 |     3.63e-03 |     3.51e-03 |     5.27e-05 |     6.53e-05 |   5.12e-04 |        25.11 |     2.57 |   1m 24s | Model saved         
    3400 |     3.82e-03 |     3.71e-03 |     4.75e-05 |     6.00e-05 |   4.10e-04 |        25.11 |     2.81 |   1m 21s | Model saved         
    3450 |     3.16e-03 |     3.06e-03 |     4.28e-05 |     5.79e-05 |   4.10e-04 |        25.11 |     2.92 |   1m 19s | Model saved         
    3500 |     2.76e-03 |     2.68e-03 |     3.26e-05 |     5.18e-05 |   4.10e-04 |        25.11 |     2.53 |   1m 16s | Model saved         
    3550 |     2.54e-03 |     2.46e-03 |     3.20e-05 |     5.44e-05 |   4.10e-04 |        25.11 |     2.47 |   1m 14s | Model saved (best)  
    3600 |     2.44e-03 |     2.35e-03 |     3.60e-05 |     5.65e-05 |   4.10e-04 |        25.11 |     2.82 |   1m 11s | Model saved (best)  
    3650 |     2.60e-03 |     2.51e-03 |     3.30e-05 |     5.51e-05 |   4.10e-04 |        25.11 |     2.59 |   1m 09s | Model saved         
    3700 |     2.19e-03 |     2.12e-03 |     2.42e-05 |     4.93e-05 |   3.28e-04 |        25.11 |     2.45 |   1m 06s | Model saved (best)  
    3750 |     3.33e-03 |     3.23e-03 |     4.22e-05 |     5.66e-05 |   3.28e-04 |        25.11 |     2.74 |   1m 04s | Model saved         
    3800 |     2.37e-03 |     2.29e-03 |     2.87e-05 |     5.28e-05 |   3.28e-04 |        25.11 |     2.72 |   1m 01s | Model saved         
    3850 |     2.43e-03 |     2.34e-03 |     3.35e-05 |     5.66e-05 |   3.28e-04 |        25.11 |     2.59 |      59s | Model saved         
    3900 |     2.24e-03 |     2.17e-03 |     2.28e-05 |     4.80e-05 |   2.62e-04 |        25.11 |     2.81 |      56s | Model saved         
    3950 |     2.61e-03 |     2.54e-03 |     2.65e-05 |     5.12e-05 |   2.62e-04 |        25.11 |     2.69 |      54s | Model saved         
    4000 |     5.11e-03 |     4.98e-03 |     6.59e-05 |     7.02e-05 |   2.62e-04 |        25.11 |     2.76 |      51s | Model saved         
    4050 |     2.57e-03 |     2.48e-03 |     3.67e-05 |     5.36e-05 |   2.62e-04 |        25.11 |     2.59 |      48s | Model saved         
    4100 |     2.02e-03 |     1.94e-03 |     2.47e-05 |     4.88e-05 |   2.62e-04 |        25.11 |     2.60 |      46s | Model saved (best)  
    4150 |     1.93e-03 |     1.85e-03 |     2.77e-05 |     5.10e-05 |   2.62e-04 |        25.11 |     2.46 |      43s | Model saved (best)  
    4200 |     2.46e-03 |     2.38e-03 |     2.74e-05 |     4.89e-05 |   2.62e-04 |        25.11 |     2.61 |      41s | Model saved         
    4250 |     2.18e-03 |     2.09e-03 |     2.90e-05 |     5.30e-05 |   2.62e-04 |        25.11 |     2.49 |      38s | Model saved         
    4300 |     2.25e-03 |     2.18e-03 |     2.57e-05 |     4.89e-05 |   2.62e-04 |        25.11 |     2.40 |      36s | Model saved         
    4350 |     2.26e-03 |     2.18e-03 |     2.49e-05 |     4.91e-05 |   2.62e-04 |        25.11 |     2.44 |      33s | Model saved         
    4400 |     2.53e-03 |     2.44e-03 |     3.63e-05 |     5.32e-05 |   2.62e-04 |        25.11 |     2.38 |      30s | Model saved         
    4450 |     2.17e-03 |     2.09e-03 |     3.13e-05 |     5.17e-05 |   2.62e-04 |        25.11 |     2.64 |      28s | Model saved         
    4500 |     2.44e-03 |     2.37e-03 |     2.98e-05 |     4.89e-05 |   2.10e-04 |        25.11 |     2.87 |      25s | Model saved         
    4550 |     1.96e-03 |     1.89e-03 |     2.54e-05 |     4.73e-05 |   2.10e-04 |        25.11 |     2.54 |      23s | Model saved         
    4600 |     2.30e-03 |     2.22e-03 |     3.40e-05 |     5.32e-05 |   2.10e-04 |        25.11 |     2.68 |      20s | Model saved         
    4650 |     4.67e-03 |     4.57e-03 |     5.01e-05 |     5.50e-05 |   2.10e-04 |        25.11 |     2.69 |      18s | Model saved         
    4700 |     2.63e-03 |     2.55e-03 |     3.31e-05 |     4.64e-05 |   2.10e-04 |        25.11 |     2.63 |      15s | Model saved         
    4750 |     2.10e-03 |     2.04e-03 |     2.25e-05 |     4.18e-05 |   2.10e-04 |        25.11 |     2.41 |      12s | Model saved         
    4800 |     2.30e-03 |     2.23e-03 |     2.60e-05 |     4.39e-05 |   2.10e-04 |        25.11 |     2.59 |      10s | Model saved         
    4850 |     2.59e-03 |     2.50e-03 |     3.42e-05 |     4.89e-05 |   1.68e-04 |        25.11 |     2.49 |       7s | Model saved         
    4900 |     2.65e-03 |     2.58e-03 |     2.78e-05 |     4.40e-05 |   1.68e-04 |        25.11 |     2.37 |       5s | Model saved         
    4950 |     1.94e-03 |     1.87e-03 |     2.27e-05 |     4.14e-05 |   1.68e-04 |        25.11 |     2.80 |       2s | Model saved         
    4999 |     2.25e-03 |     2.17e-03 |     3.36e-05 |     5.07e-05 |   1.68e-04 |        25.11 |     2.79 |       0s | Model saved         
-------------------------------------------------------------------------------------------------------------------------------------------
Training completed. Lowest loss: 0.001925. Total time: 257.75 seconds
Model saved to saved/almgren_NAISnet_ReLU\model.pth
