Training started at 2025-05-28 18:02:51
Logging training to saved/almgren_supervised_ResLSTM_ReLU\training.log

+---------------------------+---------------------------+
| Training Configuration    |                           |
+---------------------------+---------------------------+
| Epochs                    | 5000                      |
| Learning Rate             | 0.001                     |
| Adaptive LR               | True                      |
| lambda_Y (Y loss)         | 1                         |
| lambda_T (Terminal loss)  | 1                         |
| lambda_TG (Gradient loss) | 1                         |
| Number of Paths           | 1024                      |
| Batch Size                | 1024                      |
| Architecture              | ResLSTM                   |
| Depth                     | 5                         |
| Width                     | 256                       |
| Activation                | ReLU                      |
| T                         | 1.0                       |
| N                         | 40                        |
| Supervised                | True                      |
+---------------------------+---------------------------+

   Epoch |   Total loss |       Y loss |      T. loss |    T.G. loss |         LR |  Memory [MB] | Time [s] |      ETA | Status              
     650 |     3.49e+00 |     1.63e+00 |     7.50e-01 |     1.11e+00 |   6.40e-04 |        67.09 |     2.52 |   3m 47s | Model saved         
     700 |     3.78e+00 |     1.66e+00 |     8.92e-01 |     1.23e+00 |   6.40e-04 |        67.09 |     2.05 |   3m 41s | Model saved         
     750 |     2.94e+00 |     1.39e+00 |     4.93e-01 |     1.06e+00 |   6.40e-04 |        67.09 |     2.52 |   3m 38s | Model saved         
     800 |     2.54e+00 |     1.19e+00 |     4.10e-01 |     9.33e-01 |   6.40e-04 |        67.09 |     2.50 |   3m 36s | Model saved (best)  
     850 |     2.74e+00 |     1.30e+00 |     5.36e-01 |     9.11e-01 |   5.12e-04 |        67.09 |     2.90 |   3m 35s | Model saved         
     900 |     1.88e+00 |     8.69e-01 |     2.10e-01 |     7.98e-01 |   5.12e-04 |        67.09 |     2.92 |   3m 34s | Model saved (best)  
     950 |     1.80e+00 |     8.17e-01 |     2.00e-01 |     7.80e-01 |   5.12e-04 |        67.09 |     2.81 |   3m 32s | Model saved (best)  
    1000 |     2.17e+00 |     1.03e+00 |     3.21e-01 |     8.21e-01 |   5.12e-04 |        67.09 |     2.91 |   3m 31s | Model saved         
    1050 |     1.82e+00 |     8.20e-01 |     1.96e-01 |     8.03e-01 |   5.12e-04 |        67.09 |     2.91 |   3m 29s | Model saved         
    1100 |     2.02e+00 |     1.01e+00 |     2.28e-01 |     7.86e-01 |   4.10e-04 |        67.09 |     2.30 |   3m 26s | Model saved         
    1150 |     1.69e+00 |     7.94e-01 |     1.81e-01 |     7.14e-01 |   4.10e-04 |        67.09 |     2.19 |   3m 21s | Model saved (best)  
    1200 |     1.99e+00 |     8.99e-01 |     3.27e-01 |     7.62e-01 |   4.10e-04 |        67.09 |     2.26 |   3m 18s | Model saved         
    1250 |     1.67e+00 |     7.57e-01 |     1.73e-01 |     7.41e-01 |   4.10e-04 |        67.09 |     2.63 |   3m 16s | Model saved (best)  
    1300 |     1.68e+00 |     7.54e-01 |     2.01e-01 |     7.22e-01 |   4.10e-04 |        67.09 |     2.54 |   3m 13s | Model saved         
    1350 |     1.59e+00 |     7.27e-01 |     1.55e-01 |     7.09e-01 |   3.28e-04 |        67.09 |     2.27 |   3m 10s | Model saved (best)  
    1400 |     2.24e+00 |     1.12e+00 |     3.50e-01 |     7.73e-01 |   3.28e-04 |        67.09 |     2.85 |   3m 08s | Model saved         
    1450 |     1.37e+00 |     5.65e-01 |     9.80e-02 |     7.09e-01 |   3.28e-04 |        67.09 |     2.19 |   3m 04s | Model saved (best)  
    1500 |     1.39e+00 |     6.23e-01 |     1.01e-01 |     6.68e-01 |   3.28e-04 |        67.09 |     2.67 |   3m 02s | Model saved         
    1550 |     1.59e+00 |     7.48e-01 |     2.05e-01 |     6.36e-01 |   2.62e-04 |        67.09 |     2.40 |   2m 59s | Model saved         
    1600 |     1.82e+00 |     9.62e-01 |     2.17e-01 |     6.39e-01 |   2.62e-04 |        67.09 |     2.35 |   2m 56s | Model saved         
    1650 |     1.80e+00 |     8.50e-01 |     2.86e-01 |     6.65e-01 |   2.62e-04 |        67.09 |     2.40 |   2m 53s | Model saved         
    1700 |     1.37e+00 |     6.13e-01 |     1.05e-01 |     6.49e-01 |   2.62e-04 |        67.09 |     3.19 |   2m 52s | Model saved (best)  
    1750 |     1.47e+00 |     7.07e-01 |     1.54e-01 |     6.04e-01 |   2.62e-04 |        67.09 |     2.45 |   2m 49s | Model saved         
    1800 |     1.34e+00 |     6.44e-01 |     1.15e-01 |     5.86e-01 |   2.62e-04 |        67.09 |     2.40 |   2m 46s | Model saved (best)  
    1850 |     1.41e+00 |     7.09e-01 |     1.32e-01 |     5.74e-01 |   2.62e-04 |        67.09 |     2.56 |   2m 43s | Model saved         
    1900 |     1.25e+00 |     5.86e-01 |     9.42e-02 |     5.68e-01 |   2.62e-04 |        67.09 |     2.54 |   2m 41s | Model saved (best)  
    1950 |     1.38e+00 |     6.26e-01 |     1.00e-01 |     6.56e-01 |   2.62e-04 |        67.09 |     3.93 |   2m 40s | Model saved         
    2000 |     1.35e+00 |     6.68e-01 |     1.37e-01 |     5.45e-01 |   2.62e-04 |        67.09 |     3.02 |   2m 38s | Model saved         
    2050 |     1.24e+00 |     5.78e-01 |     9.59e-02 |     5.62e-01 |   2.62e-04 |        67.09 |     2.58 |   2m 36s | Model saved (best)  
    2100 |     1.41e+00 |     7.13e-01 |     1.56e-01 |     5.42e-01 |   2.62e-04 |        67.09 |     3.64 |   2m 34s | Model saved         
    2150 |     1.31e+00 |     6.06e-01 |     1.36e-01 |     5.71e-01 |   2.62e-04 |        67.09 |     2.41 |   2m 31s | Model saved         
    2200 |     1.20e+00 |     5.38e-01 |     8.33e-02 |     5.78e-01 |   2.62e-04 |        67.09 |     3.26 |   2m 30s | Model saved (best)  
    2250 |     1.21e+00 |     5.73e-01 |     1.12e-01 |     5.22e-01 |   2.10e-04 |        67.09 |     3.19 |   2m 28s | Model saved         
    2300 |     1.48e+00 |     7.81e-01 |     1.57e-01 |     5.46e-01 |   2.10e-04 |        67.09 |     2.49 |   2m 25s | Model saved         
    2350 |     1.32e+00 |     6.36e-01 |     1.51e-01 |     5.37e-01 |   2.10e-04 |        67.09 |     2.66 |   2m 22s | Model saved         
    2400 |     1.09e+00 |     4.41e-01 |     6.81e-02 |     5.77e-01 |   2.10e-04 |        67.09 |     2.75 |   2m 20s | Model saved (best)  
    2450 |     1.47e+00 |     7.57e-01 |     1.69e-01 |     5.44e-01 |   2.10e-04 |        67.09 |     2.68 |   2m 17s | Model saved         
    2500 |     1.20e+00 |     5.83e-01 |     1.02e-01 |     5.16e-01 |   2.10e-04 |        67.09 |     2.65 |   2m 14s | Model saved         
    2550 |     1.16e+00 |     5.54e-01 |     9.09e-02 |     5.14e-01 |   2.10e-04 |        67.09 |     3.30 |   2m 12s | Model saved         
    2600 |     1.12e+00 |     5.30e-01 |     7.63e-02 |     5.17e-01 |   2.10e-04 |        67.09 |     2.58 |   2m 09s | Model saved         
    2650 |     1.45e+00 |     7.75e-01 |     1.39e-01 |     5.40e-01 |   2.10e-04 |        67.09 |     2.47 |   2m 07s | Model saved         
    2700 |     1.27e+00 |     6.14e-01 |     1.23e-01 |     5.33e-01 |   1.68e-04 |        67.09 |     2.54 |   2m 04s | Model saved         
    2750 |     1.33e+00 |     6.60e-01 |     1.45e-01 |     5.26e-01 |   1.68e-04 |        67.09 |     2.49 |   2m 01s | Model saved         
    2800 |     1.22e+00 |     5.23e-01 |     1.12e-01 |     5.82e-01 |   1.68e-04 |        67.09 |     3.13 |   1m 59s | Model saved         
    2850 |     9.96e-01 |     4.16e-01 |     5.35e-02 |     5.26e-01 |   1.68e-04 |        67.09 |     3.08 |   1m 56s | Model saved (best)  
    2900 |     1.02e+00 |     4.67e-01 |     6.70e-02 |     4.85e-01 |   1.68e-04 |        67.09 |     3.13 |   1m 54s | Model saved         
    2950 |     1.06e+00 |     4.62e-01 |     5.88e-02 |     5.36e-01 |   1.68e-04 |        67.09 |     2.46 |   1m 51s | Model saved         
    3000 |     1.12e+00 |     5.44e-01 |     9.02e-02 |     4.83e-01 |   1.68e-04 |        67.09 |     3.18 |   1m 49s | Model saved         
    3050 |     1.22e+00 |     6.26e-01 |     1.02e-01 |     4.97e-01 |   1.34e-04 |        67.09 |     3.02 |   1m 46s | Model saved         
    3100 |     9.63e-01 |     4.16e-01 |     4.90e-02 |     4.98e-01 |   1.34e-04 |        67.09 |     3.10 |   1m 44s | Model saved (best)  
    3150 |     1.02e+00 |     4.55e-01 |     5.96e-02 |     5.07e-01 |   1.34e-04 |        67.09 |     3.03 |   1m 41s | Model saved         
    3200 |     9.97e-01 |     4.39e-01 |     6.88e-02 |     4.90e-01 |   1.34e-04 |        67.09 |     3.06 |   1m 38s | Model saved         
    3250 |     1.07e+00 |     4.70e-01 |     6.50e-02 |     5.37e-01 |   1.34e-04 |        67.09 |     2.54 |   1m 36s | Model saved         
    3300 |     1.01e+00 |     4.54e-01 |     5.35e-02 |     4.99e-01 |   1.34e-04 |        67.09 |     2.68 |   1m 33s | Model saved         
    3350 |     9.97e-01 |     4.59e-01 |     6.26e-02 |     4.75e-01 |   1.34e-04 |        67.09 |     2.88 |   1m 30s | Model saved         
    3400 |     1.34e+00 |     7.14e-01 |     1.41e-01 |     4.90e-01 |   1.34e-04 |        67.09 |     2.95 |   1m 28s | Model saved         
    3450 |     1.06e+00 |     4.99e-01 |     7.00e-02 |     4.89e-01 |   1.34e-04 |        67.09 |     2.68 |   1m 25s | Model saved         
    3500 |     1.01e+00 |     4.91e-01 |     7.85e-02 |     4.44e-01 |   1.34e-04 |        67.09 |     2.79 |   1m 22s | Model saved         
    3550 |     1.02e+00 |     4.84e-01 |     7.69e-02 |     4.55e-01 |   1.34e-04 |        67.09 |     2.51 |   1m 19s | Model saved         
    3600 |     1.00e+00 |     4.90e-01 |     6.55e-02 |     4.48e-01 |   1.34e-04 |        67.09 |     2.32 |   1m 16s | Model saved         
    3650 |     1.23e+00 |     6.46e-01 |     1.07e-01 |     4.75e-01 |   1.34e-04 |        67.09 |     3.22 |   1m 14s | Model saved         
    3700 |     1.10e+00 |     5.24e-01 |     9.45e-02 |     4.85e-01 |   1.07e-04 |        67.09 |     2.45 |   1m 11s | Model saved         
    3750 |     9.86e-01 |     4.63e-01 |     5.46e-02 |     4.68e-01 |   1.07e-04 |        67.09 |     2.57 |   1m 08s | Model saved         
    3800 |     9.69e-01 |     4.64e-01 |     5.75e-02 |     4.48e-01 |   1.07e-04 |        67.09 |     2.81 |   1m 05s | Model saved         
    3850 |     9.58e-01 |     4.44e-01 |     6.94e-02 |     4.45e-01 |   1.07e-04 |        67.09 |     3.08 |   1m 03s | Model saved (best)  
    3900 |     9.25e-01 |     4.43e-01 |     5.34e-02 |     4.28e-01 |   8.59e-05 |        67.09 |     3.59 |   1m 00s | Model saved (best)  
    3950 |     1.02e+00 |     5.19e-01 |     6.82e-02 |     4.36e-01 |   8.59e-05 |        67.09 |     3.90 |      58s | Model saved         
    4000 |     9.59e-01 |     4.61e-01 |     6.65e-02 |     4.31e-01 |   8.59e-05 |        67.09 |     3.44 |      55s | Model saved         
    4050 |     9.58e-01 |     4.62e-01 |     5.30e-02 |     4.43e-01 |   8.59e-05 |        67.09 |     3.45 |      53s | Model saved         
    4100 |     9.96e-01 |     4.82e-01 |     4.91e-02 |     4.65e-01 |   6.87e-05 |        67.09 |     3.62 |      50s | Model saved         
    4150 |     8.75e-01 |     3.79e-01 |     4.54e-02 |     4.51e-01 |   6.87e-05 |        67.09 |     4.82 |      48s | Model saved (best)  
    4200 |     9.13e-01 |     4.38e-01 |     4.59e-02 |     4.30e-01 |   6.87e-05 |        67.09 |     3.25 |      45s | Model saved         
    4250 |     9.85e-01 |     4.97e-01 |     5.74e-02 |     4.31e-01 |   6.87e-05 |        67.09 |     3.49 |      42s | Model saved         
    4300 |     8.27e-01 |     3.91e-01 |     4.22e-02 |     3.94e-01 |   5.50e-05 |        67.09 |     3.45 |      39s | Model saved (best)  
    4350 |     9.06e-01 |     4.19e-01 |     4.21e-02 |     4.45e-01 |   5.50e-05 |        67.09 |     4.20 |      37s | Model saved         
    4400 |     9.17e-01 |     4.68e-01 |     5.28e-02 |     3.96e-01 |   5.50e-05 |        67.09 |     3.16 |      34s | Model saved         
    4450 |     8.96e-01 |     4.08e-01 |     3.78e-02 |     4.51e-01 |   5.50e-05 |        67.09 |     2.93 |      31s | Model saved         
    4500 |     9.72e-01 |     4.70e-01 |     4.66e-02 |     4.56e-01 |   4.40e-05 |        67.09 |     3.59 |      28s | Model saved         
    4550 |     9.56e-01 |     4.84e-01 |     4.86e-02 |     4.22e-01 |   4.40e-05 |        67.09 |     3.07 |      25s | Model saved         
    4600 |     9.82e-01 |     4.64e-01 |     5.09e-02 |     4.67e-01 |   4.40e-05 |        67.09 |     2.66 |      23s | Model saved         
    4650 |     9.51e-01 |     5.04e-01 |     5.19e-02 |     3.95e-01 |   4.40e-05 |        67.09 |     2.68 |      20s | Model saved         
    4700 |     9.95e-01 |     4.88e-01 |     7.43e-02 |     4.33e-01 |   3.52e-05 |        67.09 |     2.54 |      17s | Model saved         
    4750 |     9.57e-01 |     4.81e-01 |     4.46e-02 |     4.31e-01 |   3.52e-05 |        67.09 |     2.94 |      14s | Model saved         
    4800 |     9.98e-01 |     5.08e-01 |     4.50e-02 |     4.45e-01 |   3.52e-05 |        67.09 |     2.70 |      11s | Model saved         
    4850 |     1.15e+00 |     6.35e-01 |     8.63e-02 |     4.31e-01 |   3.52e-05 |        67.09 |     3.00 |       8s | Model saved         
    4900 |     9.19e-01 |     4.37e-01 |     4.14e-02 |     4.40e-01 |   2.81e-05 |        67.09 |     2.55 |       5s | Model saved         
    4950 |     8.63e-01 |     3.89e-01 |     5.08e-02 |     4.23e-01 |   2.81e-05 |        67.09 |     3.17 |       2s | Model saved         
    4999 |     9.22e-01 |     4.52e-01 |     5.98e-02 |     4.11e-01 |   2.81e-05 |        67.09 |     2.48 |       0s | Model saved         
-------------------------------------------------------------------------------------------------------------------------------------------
Training completed. Lowest loss: 0.826968. Total time: 287.11 seconds
Model saved to saved/almgren_supervised_ResLSTM_ReLU\model.pth
