Training started at 2025-05-29 13:19:43
Logging training to saved/almgren_LSTM_ReLU\training.log

+---------------------------+---------------------------+
| Training Configuration    |                           |
+---------------------------+---------------------------+
| Epochs                    | 5000                      |
| Learning Rate             | 0.001                     |
| Adaptive LR               | True                      |
| lambda_Y (Y loss)         | 1                         |
| lambda_T (Terminal loss)  | 0.1                       |
| lambda_TG (Gradient loss) | 0.1                       |
| Number of Paths           | 1024                      |
| Batch Size                | 1024                      |
| Architecture              | LSTM                      |
| Depth                     | 5                         |
| Width                     | 256                       |
| Activation                | ReLU                      |
| T                         | 1.0                       |
| N                         | 100                       |
| Supervised                | True                      |
+---------------------------+---------------------------+

   Epoch |   Total loss |       Y loss |      T. loss |    T.G. loss |         LR |  Memory [MB] | Time [s] |      ETA | Status              
    1800 |     2.19e+03 |     1.12e+02 |     1.29e+03 |     7.88e+02 |   6.40e-04 |        64.65 |     1.71 |   2m 08s | Model saved (best)  
    1850 |     2.13e+03 |     1.06e+02 |     1.26e+03 |     7.64e+02 |   6.40e-04 |        64.65 |     2.13 |   2m 06s | Model saved (best)  
    1900 |     2.11e+03 |     9.92e+01 |     1.23e+03 |     7.78e+02 |   6.40e-04 |        64.65 |     1.56 |   2m 04s | Model saved (best)  
    1950 |     2.12e+03 |     1.05e+02 |     1.25e+03 |     7.63e+02 |   6.40e-04 |        64.65 |     1.54 |   2m 01s | Model saved         
    2000 |     2.15e+03 |     1.36e+02 |     1.26e+03 |     7.62e+02 |   5.12e-04 |        64.65 |     1.80 |   1m 59s | Model saved         
    2050 |     2.03e+03 |     9.16e+01 |     1.19e+03 |     7.45e+02 |   5.12e-04 |        64.65 |     1.61 |   1m 56s | Model saved (best)  
    2100 |     2.08e+03 |     1.06e+02 |     1.22e+03 |     7.56e+02 |   5.12e-04 |        64.65 |     1.63 |   1m 54s | Model saved         
Error saving model: File saved/almgren_LSTM_ReLU\model.pth cannot be opened.
Error saving best model: File saved/almgren_LSTM_ReLU\model_best.pth cannot be opened.
    2150 |     1.98e+03 |     1.06e+02 |     1.16e+03 |     7.17e+02 |   5.12e-04 |        64.65 |     1.69 |   1m 52s | Model saved (best)  
    2200 |     2.17e+03 |     1.37e+02 |     1.28e+03 |     7.54e+02 |   5.12e-04 |        64.65 |     1.83 |   1m 49s | Model saved         
    2250 |     2.00e+03 |     1.08e+02 |     1.15e+03 |     7.44e+02 |   4.10e-04 |        64.65 |     1.71 |   1m 47s | Model saved         
    2300 |     1.97e+03 |     1.05e+02 |     1.11e+03 |     7.48e+02 |   4.10e-04 |        64.65 |     1.76 |   1m 45s | Model saved (best)  
    2350 |     2.00e+03 |     9.26e+01 |     1.17e+03 |     7.35e+02 |   4.10e-04 |        64.65 |     2.05 |   1m 43s | Model saved         
    2400 |     1.97e+03 |     9.37e+01 |     1.13e+03 |     7.44e+02 |   4.10e-04 |        64.65 |     1.85 |   1m 41s | Model saved         
    2450 |     1.92e+03 |     1.04e+02 |     1.09e+03 |     7.24e+02 |   4.10e-04 |        64.65 |     1.89 |   1m 39s | Model saved (best)  
    2500 |     1.90e+03 |     9.03e+01 |     1.10e+03 |     7.08e+02 |   4.10e-04 |        64.65 |     1.56 |   1m 37s | Model saved (best)  
    2550 |     1.87e+03 |     8.81e+01 |     1.10e+03 |     6.82e+02 |   4.10e-04 |        64.65 |     1.63 |   1m 35s | Model saved (best)  
    2600 |     1.88e+03 |     8.92e+01 |     1.12e+03 |     6.76e+02 |   3.28e-04 |        64.65 |     1.61 |   1m 32s | Model saved         
    2650 |     1.88e+03 |     1.02e+02 |     1.12e+03 |     6.61e+02 |   3.28e-04 |        64.65 |     1.67 |   1m 30s | Model saved         
    2700 |     1.83e+03 |     9.86e+01 |     1.07e+03 |     6.61e+02 |   3.28e-04 |        64.65 |     1.60 |   1m 28s | Model saved (best)  
    2750 |     1.84e+03 |     8.86e+01 |     1.10e+03 |     6.53e+02 |   3.28e-04 |        64.65 |     1.76 |   1m 26s | Model saved         
    2800 |     1.85e+03 |     1.18e+02 |     1.06e+03 |     6.73e+02 |   3.28e-04 |        64.65 |     1.54 |   1m 24s | Model saved         
    2850 |     1.87e+03 |     8.96e+01 |     1.11e+03 |     6.77e+02 |   3.28e-04 |        64.65 |     1.53 |   1m 22s | Model saved         
    2900 |     1.82e+03 |     1.21e+02 |     1.03e+03 |     6.66e+02 |   3.28e-04 |        64.65 |     1.81 |   1m 20s | Model saved (best)  
    2950 |     1.78e+03 |     9.02e+01 |     1.03e+03 |     6.58e+02 |   2.62e-04 |        64.65 |     1.57 |   1m 17s | Model saved (best)  
    3000 |     1.82e+03 |     9.93e+01 |     1.07e+03 |     6.45e+02 |   2.62e-04 |        64.65 |     1.87 |   1m 16s | Model saved         
    3050 |     1.78e+03 |     9.87e+01 |     1.04e+03 |     6.47e+02 |   2.62e-04 |        64.65 |     1.81 |   1m 14s | Model saved (best)  
    3100 |     1.80e+03 |     9.84e+01 |     1.06e+03 |     6.42e+02 |   2.62e-04 |        64.65 |     1.76 |   1m 12s | Model saved         
    3150 |     1.78e+03 |     8.37e+01 |     1.05e+03 |     6.39e+02 |   2.62e-04 |        64.65 |     1.67 |   1m 10s | Model saved (best)  
    3200 |     1.80e+03 |     8.67e+01 |     1.08e+03 |     6.32e+02 |   2.10e-04 |        64.65 |     1.70 |   1m 08s | Model saved         
    3250 |     1.77e+03 |     8.53e+01 |     1.06e+03 |     6.30e+02 |   2.10e-04 |        64.65 |     1.76 |   1m 06s | Model saved (best)  
    3300 |     1.77e+03 |     8.76e+01 |     1.05e+03 |     6.27e+02 |   2.10e-04 |        64.65 |     1.72 |   1m 04s | Model saved (best)  
    3350 |     1.79e+03 |     9.66e+01 |     1.07e+03 |     6.28e+02 |   2.10e-04 |        64.65 |     1.78 |   1m 02s | Model saved         
    3400 |     1.75e+03 |     9.02e+01 |     1.04e+03 |     6.22e+02 |   2.10e-04 |        64.65 |     1.98 |   1m 00s | Model saved (best)  
    3450 |     1.87e+03 |     9.06e+01 |     1.13e+03 |     6.45e+02 |   2.10e-04 |        64.65 |     1.68 |      58s | Model saved         
    3500 |     1.74e+03 |     9.46e+01 |     1.03e+03 |     6.18e+02 |   1.68e-04 |        64.65 |     1.80 |      56s | Model saved (best)  
    3550 |     1.75e+03 |     7.80e+01 |     1.06e+03 |     6.12e+02 |   1.68e-04 |        64.65 |     1.74 |      54s | Model saved         
    3600 |     1.75e+03 |     8.26e+01 |     1.07e+03 |     6.06e+02 |   1.68e-04 |        64.65 |     1.75 |      52s | Model saved         
    3650 |     1.79e+03 |     8.48e+01 |     1.10e+03 |     6.08e+02 |   1.68e-04 |        64.65 |     2.02 |      50s | Model saved         
    3700 |     1.78e+03 |     1.02e+02 |     1.07e+03 |     6.06e+02 |   1.34e-04 |        64.65 |     1.97 |      49s | Model saved         
    3750 |     1.81e+03 |     9.06e+01 |     1.09e+03 |     6.31e+02 |   1.34e-04 |        64.65 |     1.74 |      47s | Model saved         
    3800 |     1.76e+03 |     1.03e+02 |     1.03e+03 |     6.24e+02 |   1.34e-04 |        64.65 |     1.74 |      45s | Model saved         
    3850 |     1.73e+03 |     1.11e+02 |     1.01e+03 |     6.13e+02 |   1.34e-04 |        64.65 |     1.73 |      43s | Model saved (best)  
    3900 |     1.75e+03 |     1.05e+02 |     1.02e+03 |     6.27e+02 |   1.07e-04 |        64.65 |     1.57 |      41s | Model saved         
    3950 |     1.70e+03 |     9.85e+01 |     9.93e+02 |     6.08e+02 |   1.07e-04 |        64.65 |     1.75 |      39s | Model saved (best)  
    4000 |     1.70e+03 |     1.03e+02 |     9.91e+02 |     6.03e+02 |   1.07e-04 |        64.65 |     1.72 |      37s | Model saved (best)  
    4050 |     1.72e+03 |     9.00e+01 |     1.02e+03 |     6.09e+02 |   1.07e-04 |        64.65 |     1.70 |      35s | Model saved         
    4100 |     1.71e+03 |     9.97e+01 |     1.01e+03 |     6.05e+02 |   1.07e-04 |        64.65 |     1.80 |      33s | Model saved         
    4150 |     1.69e+03 |     9.76e+01 |     9.98e+02 |     5.99e+02 |   1.07e-04 |        64.65 |     1.65 |      31s | Model saved (best)  
    4200 |     1.71e+03 |     1.05e+02 |     1.00e+03 |     6.09e+02 |   1.07e-04 |        64.65 |     1.71 |      29s | Model saved         
    4250 |     1.64e+03 |     1.09e+02 |     9.37e+02 |     5.95e+02 |   8.59e-05 |        64.65 |     1.61 |      27s | Model saved (best)  
    4300 |     1.68e+03 |     9.50e+01 |     9.84e+02 |     6.03e+02 |   8.59e-05 |        64.65 |     1.76 |      26s | Model saved         
    4350 |     1.70e+03 |     9.93e+01 |     9.90e+02 |     6.05e+02 |   8.59e-05 |        64.65 |     1.79 |      24s | Model saved         
    4400 |     1.69e+03 |     1.10e+02 |     9.84e+02 |     6.01e+02 |   8.59e-05 |        64.65 |     1.98 |      22s | Model saved         
    4450 |     1.67e+03 |     9.10e+01 |     9.76e+02 |     6.00e+02 |   8.59e-05 |        64.65 |     1.77 |      20s | Model saved         
    4500 |     1.65e+03 |     1.02e+02 |     9.49e+02 |     5.96e+02 |   8.59e-05 |        64.65 |     2.03 |      18s | Model saved         
    4550 |     1.67e+03 |     9.11e+01 |     9.95e+02 |     5.88e+02 |   8.59e-05 |        64.65 |     2.05 |      16s | Model saved         
    4600 |     1.73e+03 |     1.03e+02 |     1.02e+03 |     6.03e+02 |   8.59e-05 |        64.65 |     1.64 |      14s | Model saved         
    4650 |     1.73e+03 |     1.00e+02 |     1.04e+03 |     5.93e+02 |   6.87e-05 |        64.65 |     1.91 |      13s | Model saved         
    4700 |     1.68e+03 |     9.71e+01 |     9.95e+02 |     5.87e+02 |   6.87e-05 |        64.65 |     1.68 |      11s | Model saved         
    4750 |     1.66e+03 |     8.73e+01 |     1.00e+03 |     5.75e+02 |   6.87e-05 |        64.65 |     1.72 |       9s | Model saved         
    4800 |     1.69e+03 |     9.54e+01 |     1.01e+03 |     5.86e+02 |   6.87e-05 |        64.65 |     1.75 |       7s | Model saved         
    4850 |     1.69e+03 |     1.16e+02 |     9.96e+02 |     5.78e+02 |   5.50e-05 |        64.65 |     1.76 |       5s | Model saved         
    4900 |     1.68e+03 |     1.09e+02 |     9.89e+02 |     5.78e+02 |   5.50e-05 |        64.65 |     1.58 |       3s | Model saved         
    4950 |     1.73e+03 |     9.53e+01 |     1.04e+03 |     5.89e+02 |   5.50e-05 |        64.65 |     1.71 |       1s | Model saved         
Error saving model: File saved/almgren_LSTM_ReLU\model.pth cannot be opened.
    4999 |     1.68e+03 |     1.02e+02 |     9.92e+02 |     5.81e+02 |   5.50e-05 |        64.65 |     1.58 |       0s | Model saved         
-------------------------------------------------------------------------------------------------------------------------------------------
Training completed. Lowest loss: 1640.992251. Total time: 185.45 seconds
Model saved to saved/almgren_LSTM_ReLU\model.pth
