Training started at 2025-05-28 15:42:28
Logging training to saved/simple_FC_ReLU\training.log

+---------------------------+---------------------------+
| Training Configuration    |                           |
+---------------------------+---------------------------+
| Epochs                    | 3000                      |
| Learning Rate             | 0.001                     |
| Adaptive LR               | True                      |
| lambda_Y (Y loss)         | 1                         |
| lambda_T (Terminal loss)  | 1                         |
| lambda_TG (Gradient loss) | 1                         |
| Number of Paths           | 1024                      |
| Batch Size                | 1024                      |
| Architecture              | FC                        |
| Depth                     | 5                         |
| Width                     | 256                       |
| Activation                | ReLU                      |
| T                         | 1.0                       |
| N                         | 40                        |
| Supervised                | False                     |
+---------------------------+---------------------------+

   Epoch |   Total loss |       Y loss |      T. loss |    T.G. loss |         LR |  Memory [MB] | Time [s] |      ETA | Status              
    1750 |     2.80e+02 |     2.76e+02 |     2.02e+00 |     2.64e+00 |   5.12e-04 |        20.55 |    16.91 |   6m 38s | Model saved         
    1800 |     2.78e+02 |     2.74e+02 |     1.61e+00 |     2.44e+00 |   4.10e-04 |        20.55 |    15.69 |   6m 22s | Model saved         
    1850 |     2.78e+02 |     2.74e+02 |     1.51e+00 |     2.41e+00 |   4.10e-04 |        20.55 |    15.40 |   6m 06s | Model saved         
    1900 |     2.77e+02 |     2.73e+02 |     1.72e+00 |     2.42e+00 |   4.10e-04 |        20.55 |    19.27 |   5m 52s | Model saved         
    1950 |     2.76e+02 |     2.72e+02 |     1.76e+00 |     2.45e+00 |   4.10e-04 |        20.55 |    14.64 |   5m 35s | Model saved         
    2000 |     2.74e+02 |     2.70e+02 |     1.59e+00 |     2.46e+00 |   3.28e-04 |        20.55 |    13.72 |   5m 18s | Model saved (best)  
    2050 |     2.78e+02 |     2.74e+02 |     1.53e+00 |     2.38e+00 |   3.28e-04 |        20.55 |    14.77 |   5m 01s | Model saved         
    2100 |     2.76e+02 |     2.72e+02 |     1.46e+00 |     2.31e+00 |   3.28e-04 |        20.55 |    15.11 |   4m 45s | Model saved         
    2150 |     2.75e+02 |     2.71e+02 |     1.52e+00 |     2.38e+00 |   3.28e-04 |        20.55 |    16.55 |   4m 30s | Model saved         
    2200 |     2.78e+02 |     2.74e+02 |     1.64e+00 |     2.48e+00 |   2.62e-04 |        20.55 |    16.24 |   4m 14s | Model saved         
    2250 |     2.76e+02 |     2.72e+02 |     1.43e+00 |     2.46e+00 |   2.62e-04 |        20.55 |    16.83 |   3m 58s | Model saved         
    2300 |     2.76e+02 |     2.72e+02 |     1.42e+00 |     2.43e+00 |   2.62e-04 |        20.55 |    17.07 |   3m 43s | Model saved         
    2350 |     2.77e+02 |     2.73e+02 |     1.47e+00 |     2.43e+00 |   2.62e-04 |        20.55 |    16.43 |   3m 27s | Model saved         
    2400 |     2.78e+02 |     2.74e+02 |     1.63e+00 |     2.41e+00 |   2.10e-04 |        20.55 |    13.50 |   3m 10s | Model saved         
    2450 |     2.79e+02 |     2.75e+02 |     1.49e+00 |     2.34e+00 |   2.10e-04 |        20.55 |    14.62 |   2m 54s | Model saved         
    2500 |     2.76e+02 |     2.72e+02 |     1.50e+00 |     2.33e+00 |   2.10e-04 |        20.55 |    13.47 |   2m 38s | Model saved         
    2550 |     2.79e+02 |     2.75e+02 |     1.34e+00 |     2.34e+00 |   2.10e-04 |        20.55 |    14.45 |   2m 22s | Model saved         
    2600 |     2.78e+02 |     2.74e+02 |     1.49e+00 |     2.37e+00 |   1.68e-04 |        20.55 |    15.45 |   2m 06s | Model saved         
    2650 |     2.79e+02 |     2.75e+02 |     1.48e+00 |     2.41e+00 |   1.68e-04 |        20.55 |    15.06 |   1m 50s | Model saved         
    2700 |     2.79e+02 |     2.75e+02 |     1.36e+00 |     2.41e+00 |   1.68e-04 |        20.55 |    14.75 |   1m 34s | Model saved         
    2750 |     2.79e+02 |     2.75e+02 |     1.38e+00 |     2.43e+00 |   1.68e-04 |        20.55 |    14.78 |   1m 18s | Model saved         
    2800 |     2.82e+02 |     2.78e+02 |     1.37e+00 |     2.36e+00 |   1.34e-04 |        20.55 |    14.20 |   1m 02s | Model saved         
    2850 |     2.78e+02 |     2.74e+02 |     1.47e+00 |     2.46e+00 |   1.34e-04 |        20.55 |    12.93 |      47s | Model saved         
    2900 |     2.78e+02 |     2.74e+02 |     1.40e+00 |     2.52e+00 |   1.34e-04 |        20.55 |    15.25 |      31s | Model saved         
    2950 |     2.81e+02 |     2.77e+02 |     1.38e+00 |     2.54e+00 |   1.34e-04 |        20.55 |    15.23 |      15s | Model saved         
    2999 |     2.80e+02 |     2.76e+02 |     1.35e+00 |     2.51e+00 |   1.34e-04 |        20.55 |    15.58 |       0s | Model saved         
-------------------------------------------------------------------------------------------------------------------------------------------
Training completed. Lowest loss: 274.353137. Total time: 939.33 seconds
Model saved to saved/simple_FC_ReLU\model.pth
