Training started at 2025-05-28 15:39:54
Logging training to saved/simple_supervised_FC_ReLU\training.log

+---------------------------+---------------------------+
| Training Configuration    |                           |
+---------------------------+---------------------------+
| Epochs                    | 3000                      |
| Learning Rate             | 0.001                     |
| Adaptive LR               | True                      |
| lambda_Y (Y loss)         | 1                         |
| lambda_T (Terminal loss)  | 1                         |
| lambda_TG (Gradient loss) | 1                         |
| Number of Paths           | 1024                      |
| Batch Size                | 1024                      |
| Architecture              | FC                        |
| Depth                     | 5                         |
| Width                     | 256                       |
| Activation                | ReLU                      |
| T                         | 1.0                       |
| N                         | 40                        |
| Supervised                | True                      |
+---------------------------+---------------------------+

   Epoch |   Total loss |       Y loss |      T. loss |    T.G. loss |         LR |  Memory [MB] | Time [s] |      ETA | Status              
    2000 |     3.93e-03 |     3.93e-03 |     0.00e+00 |     0.00e+00 |   6.40e-04 |        20.56 |     0.63 |      12s | Model saved (best)  
    2050 |     3.99e-03 |     3.99e-03 |     0.00e+00 |     0.00e+00 |   6.40e-04 |        20.56 |     0.67 |      12s | Model saved         
    2100 |     4.20e-03 |     4.20e-03 |     0.00e+00 |     0.00e+00 |   6.40e-04 |        20.56 |     0.59 |      11s | Model saved         
    2150 |     3.90e-03 |     3.90e-03 |     0.00e+00 |     0.00e+00 |   6.40e-04 |        20.56 |     0.61 |      10s | Model saved (best)  
    2200 |     5.85e-03 |     5.85e-03 |     0.00e+00 |     0.00e+00 |   5.12e-04 |        20.56 |     0.62 |      10s | Model saved         
    2250 |     3.52e-03 |     3.52e-03 |     0.00e+00 |     0.00e+00 |   5.12e-04 |        20.56 |     0.56 |       9s | Model saved (best)  
    2300 |     3.80e-03 |     3.80e-03 |     0.00e+00 |     0.00e+00 |   5.12e-04 |        20.56 |     0.54 |       8s | Model saved         
    2350 |     3.38e-03 |     3.38e-03 |     0.00e+00 |     0.00e+00 |   5.12e-04 |        20.56 |     0.57 |       8s | Model saved (best)  
    2400 |     3.05e-03 |     3.05e-03 |     0.00e+00 |     0.00e+00 |   5.12e-04 |        20.56 |     0.72 |       7s | Model saved (best)  
    2450 |     3.48e-03 |     3.48e-03 |     0.00e+00 |     0.00e+00 |   5.12e-04 |        20.56 |     0.61 |       7s | Model saved         
    2500 |     3.99e-03 |     3.99e-03 |     0.00e+00 |     0.00e+00 |   5.12e-04 |        20.56 |     0.71 |       6s | Model saved         
    2550 |     4.25e-03 |     4.25e-03 |     0.00e+00 |     0.00e+00 |   5.12e-04 |        20.56 |     0.73 |       5s | Model saved         
    2600 |     3.67e-03 |     3.67e-03 |     0.00e+00 |     0.00e+00 |   4.10e-04 |        20.56 |     0.62 |       5s | Model saved         
    2650 |     3.72e-03 |     3.72e-03 |     0.00e+00 |     0.00e+00 |   4.10e-04 |        20.56 |     0.60 |       4s | Model saved         
    2700 |     3.49e-03 |     3.49e-03 |     0.00e+00 |     0.00e+00 |   4.10e-04 |        20.56 |     0.61 |       3s | Model saved         
    2750 |     3.26e-03 |     3.26e-03 |     0.00e+00 |     0.00e+00 |   4.10e-04 |        20.56 |     0.65 |       3s | Model saved         
    2800 |     3.23e-03 |     3.23e-03 |     0.00e+00 |     0.00e+00 |   4.10e-04 |        20.56 |     0.65 |       2s | Model saved         
    2850 |     3.64e-03 |     3.64e-03 |     0.00e+00 |     0.00e+00 |   4.10e-04 |        20.56 |     0.60 |       1s | Model saved         
    2900 |     2.98e-03 |     2.98e-03 |     0.00e+00 |     0.00e+00 |   4.10e-04 |        20.56 |     0.59 |       1s | Model saved (best)  
    2950 |     2.58e-03 |     2.58e-03 |     0.00e+00 |     0.00e+00 |   4.10e-04 |        20.56 |     0.63 |       0s | Model saved (best)  
    2999 |     3.16e-03 |     3.16e-03 |     0.00e+00 |     0.00e+00 |   3.28e-04 |        20.56 |     0.68 |       0s | Model saved         
-------------------------------------------------------------------------------------------------------------------------------------------
Training completed. Lowest loss: 0.002580. Total time: 38.36 seconds
Model saved to saved/simple_supervised_FC_ReLU\model.pth
