Training started at 2025-05-29 13:47:07
Logging training to saved/almgren_FC_ReLU\training.log

+---------------------------+---------------------------+
| Training Configuration    |                           |
+---------------------------+---------------------------+
| Epochs                    | 5000                      |
| Learning Rate             | 0.001                     |
| Adaptive LR               | True                      |
| lambda_Y (Y loss)         | 1                         |
| lambda_T (Terminal loss)  | 1                         |
| lambda_TG (Gradient loss) | 1                         |
| Number of Paths           | 1024                      |
| Batch Size                | 1024                      |
| Architecture              | FC                        |
| Depth                     | 13                        |
| Width                     | 256                       |
| Activation                | ReLU                      |
| T                         | 1.0                       |
| N                         | 200                       |
| Supervised                | True                      |
+---------------------------+---------------------------+

   Epoch |   Total loss |       Y loss |      T. loss |    T.G. loss |         LR |  Memory [MB] | Time [s] |      ETA | Status              
    2300 |     2.47e+00 |     1.39e+00 |     1.96e-01 |     8.80e-01 |   1.34e-04 |        31.14 |     1.30 |   1m 12s | Model saved         
    2350 |     2.36e+00 |     1.38e+00 |     1.12e-01 |     8.76e-01 |   1.34e-04 |        31.14 |     1.42 |   1m 11s | Model saved         
    2400 |     2.60e+00 |     1.59e+00 |     1.50e-01 |     8.58e-01 |   1.34e-04 |        31.14 |     1.53 |   1m 10s | Model saved         
    2450 |     2.52e+00 |     1.48e+00 |     2.03e-01 |     8.40e-01 |   1.34e-04 |        31.14 |     1.22 |   1m 08s | Model saved         
    2500 |     2.49e+00 |     1.48e+00 |     1.93e-01 |     8.21e-01 |   1.34e-04 |        31.14 |     1.33 |   1m 07s | Model saved         
    2550 |     2.46e+00 |     1.52e+00 |     1.66e-01 |     7.75e-01 |   1.34e-04 |        31.14 |     1.53 |   1m 06s | Model saved         
    2600 |     2.51e+00 |     1.47e+00 |     1.91e-01 |     8.51e-01 |   1.07e-04 |        31.14 |     1.43 |   1m 04s | Model saved         
    2650 |     2.18e+00 |     1.23e+00 |     1.20e-01 |     8.32e-01 |   1.07e-04 |        31.14 |     1.45 |   1m 03s | Model saved         
    2700 |     1.84e+00 |     1.00e+00 |     1.12e-01 |     7.30e-01 |   1.07e-04 |        31.14 |     1.65 |   1m 02s | Model saved (best)  
    2750 |     2.23e+00 |     1.20e+00 |     1.48e-01 |     8.83e-01 |   1.07e-04 |        31.14 |     2.17 |   1m 01s | Model saved         
    2800 |     2.50e+00 |     1.49e+00 |     1.85e-01 |     8.25e-01 |   1.07e-04 |        31.14 |     1.64 |   1m 00s | Model saved         
    2850 |     2.27e+00 |     1.26e+00 |     1.49e-01 |     8.60e-01 |   1.07e-04 |        31.14 |     1.58 |      59s | Model saved         
    2900 |     2.16e+00 |     1.25e+00 |     1.28e-01 |     7.79e-01 |   1.07e-04 |        31.14 |     1.57 |      58s | Model saved         
    2950 |     2.61e+00 |     1.48e+00 |     2.17e-01 |     9.19e-01 |   1.07e-04 |        31.14 |     1.34 |      56s | Model saved         
    3000 |     2.49e+00 |     1.50e+00 |     2.10e-01 |     7.78e-01 |   1.07e-04 |        31.14 |     1.27 |      55s | Model saved         
    3050 |     2.02e+00 |     1.03e+00 |     1.12e-01 |     8.82e-01 |   1.07e-04 |        31.14 |     1.42 |      53s | Model saved         
    3100 |     2.16e+00 |     1.29e+00 |     1.15e-01 |     7.56e-01 |   8.59e-05 |        31.14 |     1.52 |      52s | Model saved         
    3150 |     2.44e+00 |     1.45e+00 |     1.48e-01 |     8.43e-01 |   8.59e-05 |        31.14 |     1.28 |      51s | Model saved         
    3200 |     2.13e+00 |     1.16e+00 |     1.34e-01 |     8.32e-01 |   8.59e-05 |        31.14 |     1.28 |      49s | Model saved         
    3250 |     2.21e+00 |     1.21e+00 |     1.48e-01 |     8.46e-01 |   8.59e-05 |        31.14 |     1.40 |      48s | Model saved         
    3300 |     1.90e+00 |     1.08e+00 |     1.16e-01 |     7.06e-01 |   6.87e-05 |        31.14 |     1.39 |      47s | Model saved         
    3350 |     2.33e+00 |     1.27e+00 |     1.70e-01 |     8.91e-01 |   6.87e-05 |        31.14 |     1.43 |      45s | Model saved         
    3400 |     1.96e+00 |     1.09e+00 |     1.01e-01 |     7.65e-01 |   6.87e-05 |        31.14 |     1.34 |      44s | Model saved         
    3450 |     2.20e+00 |     1.32e+00 |     1.32e-01 |     7.43e-01 |   6.87e-05 |        31.14 |     1.48 |      42s | Model saved         
    3500 |     1.91e+00 |     1.05e+00 |     8.88e-02 |     7.73e-01 |   5.50e-05 |        31.14 |     1.23 |      41s | Model saved         
    3550 |     2.21e+00 |     1.26e+00 |     1.06e-01 |     8.50e-01 |   5.50e-05 |        31.14 |     1.26 |      40s | Model saved         
    3600 |     2.01e+00 |     1.17e+00 |     1.13e-01 |     7.33e-01 |   5.50e-05 |        31.14 |     1.39 |      38s | Model saved         
    3650 |     2.11e+00 |     1.10e+00 |     1.04e-01 |     9.10e-01 |   5.50e-05 |        31.14 |     1.37 |      37s | Model saved         
    3700 |     2.23e+00 |     1.32e+00 |     1.21e-01 |     7.89e-01 |   4.40e-05 |        31.14 |     1.31 |      35s | Model saved         
    3750 |     1.93e+00 |     1.08e+00 |     1.03e-01 |     7.50e-01 |   4.40e-05 |        31.14 |     1.41 |      34s | Model saved         
    3800 |     2.21e+00 |     1.29e+00 |     1.59e-01 |     7.54e-01 |   4.40e-05 |        31.14 |     1.26 |      33s | Model saved         
    3850 |     1.91e+00 |     1.06e+00 |     9.27e-02 |     7.60e-01 |   4.40e-05 |        31.14 |     1.42 |      31s | Model saved         
    3900 |     2.23e+00 |     1.28e+00 |     1.03e-01 |     8.48e-01 |   3.52e-05 |        31.14 |     1.21 |      30s | Model saved         
    3950 |     1.97e+00 |     1.10e+00 |     8.58e-02 |     7.86e-01 |   3.52e-05 |        31.14 |     1.35 |      28s | Model saved         
    4000 |     2.18e+00 |     1.20e+00 |     1.22e-01 |     8.59e-01 |   3.52e-05 |        31.14 |     1.35 |      27s | Model saved         
    4050 |     1.97e+00 |     1.03e+00 |     8.29e-02 |     8.54e-01 |   3.52e-05 |        31.14 |     1.46 |      26s | Model saved         
    4100 |     2.28e+00 |     1.25e+00 |     1.04e-01 |     9.33e-01 |   2.81e-05 |        31.14 |     1.34 |      24s | Model saved         
    4150 |     2.12e+00 |     1.29e+00 |     8.97e-02 |     7.45e-01 |   2.81e-05 |        31.14 |     1.37 |      23s | Model saved         
    4200 |     1.91e+00 |     1.04e+00 |     8.13e-02 |     7.87e-01 |   2.81e-05 |        31.14 |     1.33 |      22s | Model saved         
    4250 |     1.87e+00 |     1.05e+00 |     8.57e-02 |     7.35e-01 |   2.81e-05 |        31.14 |     1.35 |      20s | Model saved         
    4300 |     2.19e+00 |     1.21e+00 |     8.74e-02 |     8.99e-01 |   2.25e-05 |        31.14 |     1.38 |      19s | Model saved         
    4350 |     1.83e+00 |     1.07e+00 |     7.91e-02 |     6.76e-01 |   2.25e-05 |        31.14 |     1.50 |      17s | Model saved (best)  
    4400 |     2.24e+00 |     1.25e+00 |     1.11e-01 |     8.72e-01 |   2.25e-05 |        31.14 |     1.31 |      16s | Model saved         
    4450 |     2.12e+00 |     1.26e+00 |     1.22e-01 |     7.38e-01 |   2.25e-05 |        31.14 |     1.25 |      15s | Model saved         
    4500 |     1.98e+00 |     1.05e+00 |     9.09e-02 |     8.36e-01 |   1.80e-05 |        31.14 |     1.34 |      13s | Model saved         
    4550 |     2.09e+00 |     1.28e+00 |     9.55e-02 |     7.10e-01 |   1.80e-05 |        31.14 |     1.25 |      12s | Model saved         
    4600 |     2.36e+00 |     1.34e+00 |     1.11e-01 |     9.11e-01 |   1.80e-05 |        31.14 |     1.25 |      11s | Model saved         
    4650 |     2.13e+00 |     1.26e+00 |     9.74e-02 |     7.73e-01 |   1.80e-05 |        31.14 |     1.67 |       9s | Model saved         
    4700 |     2.19e+00 |     1.22e+00 |     1.31e-01 |     8.46e-01 |   1.44e-05 |        31.14 |     1.41 |       8s | Model saved         
    4750 |     2.01e+00 |     1.13e+00 |     8.03e-02 |     7.96e-01 |   1.44e-05 |        31.14 |     1.46 |       6s | Model saved         
    4800 |     2.04e+00 |     1.14e+00 |     1.37e-01 |     7.67e-01 |   1.44e-05 |        31.14 |     1.51 |       5s | Model saved         
    4850 |     2.22e+00 |     1.25e+00 |     1.00e-01 |     8.69e-01 |   1.44e-05 |        31.14 |     1.75 |       4s | Model saved         
    4900 |     1.99e+00 |     1.15e+00 |     1.04e-01 |     7.35e-01 |   1.15e-05 |        31.14 |     1.84 |       2s | Model saved         
    4950 |     2.00e+00 |     1.16e+00 |     1.06e-01 |     7.41e-01 |   1.15e-05 |        31.14 |     1.71 |       1s | Model saved         
    4999 |     1.95e+00 |     1.07e+00 |     7.10e-02 |     8.11e-01 |   1.15e-05 |        31.14 |     2.11 |       0s | Model saved         
-------------------------------------------------------------------------------------------------------------------------------------------
Training completed. Lowest loss: 1.828290. Total time: 140.08 seconds
Model saved to saved/almgren_FC_ReLU\model.pth
