Training started at 2025-05-28 20:28:51
Logging training to saved/almgren_Resnet_ReLU\training.log

+---------------------------+---------------------------+
| Training Configuration    |                           |
+---------------------------+---------------------------+
| Epochs                    | 5000                      |
| Learning Rate             | 0.001                     |
| Adaptive LR               | True                      |
| lambda_Y (Y loss)         | 1                         |
| lambda_T (Terminal loss)  | 1                         |
| lambda_TG (Gradient loss) | 1                         |
| Number of Paths           | 1024                      |
| Batch Size                | 1024                      |
| Architecture              | Resnet                    |
| Depth                     | 5                         |
| Width                     | 256                       |
| Activation                | ReLU                      |
| T                         | 1.0                       |
| N                         | 40                        |
| Supervised                | True                      |
+---------------------------+---------------------------+

   Epoch |   Total loss |       Y loss |      T. loss |    T.G. loss |         LR |  Memory [MB] | Time [s] |      ETA | Status              
     450 |     1.44e+01 |     8.19e+00 |     1.74e+00 |     4.46e+00 |   1.00e-03 |        20.77 |     0.75 |   1m 19s | Model saved (best)  
     500 |     1.54e+01 |     8.39e+00 |     2.46e+00 |     4.55e+00 |   1.00e-03 |        20.77 |     0.77 |   1m 17s | Model saved         
     550 |     1.41e+01 |     7.82e+00 |     1.97e+00 |     4.27e+00 |   1.00e-03 |        20.77 |     1.50 |   1m 22s | Model saved (best)  
     600 |     1.37e+01 |     7.48e+00 |     1.94e+00 |     4.24e+00 |   1.00e-03 |        20.77 |     0.74 |   1m 20s | Model saved (best)  
     650 |     1.46e+01 |     7.56e+00 |     2.78e+00 |     4.25e+00 |   1.00e-03 |        20.77 |     0.86 |   1m 18s | Model saved         
     700 |     1.21e+01 |     6.92e+00 |     1.56e+00 |     3.66e+00 |   8.00e-04 |        20.77 |     0.85 |   1m 17s | Model saved (best)  
     750 |     1.23e+01 |     7.22e+00 |     1.36e+00 |     3.73e+00 |   8.00e-04 |        20.77 |     0.89 |   1m 16s | Model saved         
     800 |     1.15e+01 |     6.41e+00 |     1.41e+00 |     3.71e+00 |   8.00e-04 |        20.77 |     0.98 |   1m 16s | Model saved (best)  
     850 |     1.06e+01 |     5.85e+00 |     1.21e+00 |     3.55e+00 |   8.00e-04 |        20.77 |     1.15 |   1m 16s | Model saved (best)  
     900 |     1.01e+01 |     5.42e+00 |     1.18e+00 |     3.48e+00 |   8.00e-04 |        20.77 |     1.03 |   1m 16s | Model saved (best)  
     950 |     1.07e+01 |     6.00e+00 |     1.27e+00 |     3.40e+00 |   8.00e-04 |        20.77 |     1.23 |   1m 16s | Model saved         
    1000 |     1.04e+01 |     5.71e+00 |     1.29e+00 |     3.38e+00 |   8.00e-04 |        20.77 |     1.35 |   1m 17s | Model saved         
    1050 |     9.79e+00 |     5.53e+00 |     1.07e+00 |     3.20e+00 |   8.00e-04 |        20.77 |     1.26 |   1m 17s | Model saved (best)  
    1100 |     9.63e+00 |     5.37e+00 |     1.06e+00 |     3.19e+00 |   6.40e-04 |        20.77 |     1.14 |   1m 17s | Model saved (best)  
    1150 |     1.05e+01 |     5.58e+00 |     1.64e+00 |     3.25e+00 |   6.40e-04 |        20.77 |     1.34 |   1m 17s | Model saved         
    1200 |     9.20e+00 |     5.27e+00 |     9.45e-01 |     2.98e+00 |   6.40e-04 |        20.77 |     0.88 |   1m 15s | Model saved (best)  
    1250 |     9.40e+00 |     5.42e+00 |     9.40e-01 |     3.04e+00 |   6.40e-04 |        20.77 |     1.00 |   1m 15s | Model saved         
    1300 |     9.75e+00 |     5.14e+00 |     1.54e+00 |     3.06e+00 |   6.40e-04 |        20.77 |     1.04 |   1m 14s | Model saved         
    1350 |     8.60e+00 |     4.95e+00 |     9.27e-01 |     2.72e+00 |   6.40e-04 |        20.77 |     1.11 |   1m 13s | Model saved (best)  
    1400 |     8.86e+00 |     4.94e+00 |     1.09e+00 |     2.83e+00 |   6.40e-04 |        20.77 |     1.09 |   1m 12s | Model saved         
    1450 |     8.27e+00 |     4.78e+00 |     7.83e-01 |     2.71e+00 |   6.40e-04 |        20.77 |     1.92 |   1m 14s | Model saved (best)  
    1500 |     9.20e+00 |     5.01e+00 |     1.22e+00 |     2.97e+00 |   6.40e-04 |        20.77 |     1.37 |   1m 13s | Model saved         
    1550 |     7.65e+00 |     4.11e+00 |     9.06e-01 |     2.64e+00 |   6.40e-04 |        20.77 |     1.51 |   1m 13s | Model saved (best)  
    1600 |     8.32e+00 |     4.52e+00 |     1.09e+00 |     2.70e+00 |   6.40e-04 |        20.77 |     2.04 |   1m 14s | Model saved         
    1650 |     8.85e+00 |     4.94e+00 |     1.22e+00 |     2.68e+00 |   6.40e-04 |        20.77 |     1.61 |   1m 14s | Model saved         
    1700 |     8.05e+00 |     4.47e+00 |     9.78e-01 |     2.60e+00 |   6.40e-04 |        20.77 |     1.26 |   1m 14s | Model saved         
    1750 |     7.82e+00 |     4.33e+00 |     8.69e-01 |     2.62e+00 |   6.40e-04 |        20.77 |     1.63 |   1m 13s | Model saved         
    1800 |     7.37e+00 |     4.22e+00 |     6.53e-01 |     2.50e+00 |   6.40e-04 |        20.77 |     1.15 |   1m 12s | Model saved (best)  
    1850 |     7.73e+00 |     4.15e+00 |     9.23e-01 |     2.65e+00 |   5.12e-04 |        20.77 |     1.82 |   1m 12s | Model saved         
    1900 |     6.80e+00 |     3.77e+00 |     6.40e-01 |     2.38e+00 |   5.12e-04 |        20.77 |     1.85 |   1m 12s | Model saved (best)  
    1950 |     7.23e+00 |     4.17e+00 |     6.53e-01 |     2.41e+00 |   5.12e-04 |        20.77 |     1.35 |   1m 12s | Model saved         
    2000 |     7.89e+00 |     4.21e+00 |     1.07e+00 |     2.61e+00 |   5.12e-04 |        20.77 |     1.38 |   1m 11s | Model saved         
    2050 |     7.46e+00 |     4.18e+00 |     8.37e-01 |     2.44e+00 |   5.12e-04 |        20.77 |     1.31 |   1m 10s | Model saved         
    2100 |     6.84e+00 |     3.76e+00 |     7.13e-01 |     2.37e+00 |   5.12e-04 |        20.77 |     1.50 |   1m 09s | Model saved         
    2150 |     7.33e+00 |     4.10e+00 |     8.47e-01 |     2.38e+00 |   5.12e-04 |        20.77 |     1.44 |   1m 08s | Model saved         
    2200 |     7.09e+00 |     3.85e+00 |     8.45e-01 |     2.39e+00 |   5.12e-04 |        20.77 |     0.77 |   1m 06s | Model saved         
    2250 |     6.47e+00 |     3.47e+00 |     7.02e-01 |     2.30e+00 |   5.12e-04 |        20.77 |     1.29 |   1m 05s | Model saved (best)  
    2300 |     5.94e+00 |     3.29e+00 |     5.01e-01 |     2.15e+00 |   4.10e-04 |        20.77 |     1.36 |   1m 04s | Model saved (best)  
    2350 |     6.22e+00 |     3.18e+00 |     7.64e-01 |     2.28e+00 |   4.10e-04 |        20.77 |     1.37 |   1m 03s | Model saved         
    2400 |     6.80e+00 |     4.01e+00 |     5.84e-01 |     2.20e+00 |   4.10e-04 |        20.77 |     1.37 |   1m 02s | Model saved         
    2450 |     6.78e+00 |     3.84e+00 |     6.99e-01 |     2.24e+00 |   4.10e-04 |        20.77 |     1.29 |   1m 01s | Model saved         
    2500 |     6.48e+00 |     3.53e+00 |     6.77e-01 |     2.27e+00 |   4.10e-04 |        20.77 |     1.32 |   1m 00s | Model saved         
    2550 |     6.26e+00 |     3.33e+00 |     7.09e-01 |     2.22e+00 |   4.10e-04 |        20.77 |     1.15 |      59s | Model saved         
    2600 |     6.15e+00 |     3.36e+00 |     6.27e-01 |     2.16e+00 |   4.10e-04 |        20.77 |     1.21 |      58s | Model saved         
    2650 |     5.65e+00 |     3.14e+00 |     4.75e-01 |     2.03e+00 |   3.28e-04 |        20.77 |     1.38 |      57s | Model saved (best)  
    2700 |     6.11e+00 |     3.42e+00 |     5.89e-01 |     2.10e+00 |   3.28e-04 |        20.77 |     1.24 |      55s | Model saved         
    2750 |     6.86e+00 |     3.85e+00 |     8.17e-01 |     2.20e+00 |   3.28e-04 |        20.77 |     1.56 |      54s | Model saved         
    2800 |     5.98e+00 |     3.36e+00 |     5.68e-01 |     2.05e+00 |   3.28e-04 |        20.77 |     1.87 |      54s | Model saved         
    2850 |     5.71e+00 |     3.33e+00 |     4.35e-01 |     1.94e+00 |   2.62e-04 |        20.77 |     1.84 |      53s | Model saved         
    2900 |     5.57e+00 |     3.14e+00 |     4.41e-01 |     1.99e+00 |   2.62e-04 |        20.77 |     1.62 |      52s | Model saved (best)  
    2950 |     5.72e+00 |     3.23e+00 |     4.36e-01 |     2.06e+00 |   2.62e-04 |        20.77 |     1.70 |      51s | Model saved         
    3000 |     5.69e+00 |     3.15e+00 |     4.81e-01 |     2.05e+00 |   2.62e-04 |        20.77 |     1.34 |      50s | Model saved         
    3050 |     5.65e+00 |     3.21e+00 |     4.32e-01 |     2.01e+00 |   2.10e-04 |        20.77 |     1.05 |      49s | Model saved         
    3100 |     5.52e+00 |     3.15e+00 |     3.74e-01 |     1.99e+00 |   2.10e-04 |        20.77 |     1.04 |      47s | Model saved (best)  
    3150 |     5.88e+00 |     3.27e+00 |     5.58e-01 |     2.05e+00 |   2.10e-04 |        20.77 |     1.02 |      46s | Model saved         
    3200 |     5.14e+00 |     2.89e+00 |     3.57e-01 |     1.90e+00 |   2.10e-04 |        20.77 |     1.10 |      44s | Model saved (best)  
    3250 |     5.46e+00 |     2.98e+00 |     5.11e-01 |     1.97e+00 |   1.68e-04 |        20.77 |     1.91 |      44s | Model saved         
    3300 |     5.72e+00 |     3.29e+00 |     4.76e-01 |     1.96e+00 |   1.68e-04 |        20.77 |     1.61 |      42s | Model saved         
    3350 |     5.11e+00 |     2.89e+00 |     3.27e-01 |     1.89e+00 |   1.68e-04 |        20.77 |     1.48 |      41s | Model saved (best)  
    3400 |     5.42e+00 |     3.02e+00 |     4.19e-01 |     1.98e+00 |   1.68e-04 |        20.77 |     1.73 |      40s | Model saved         
    3450 |     5.35e+00 |     2.97e+00 |     4.41e-01 |     1.94e+00 |   1.34e-04 |        20.77 |     0.93 |      39s | Model saved         
    3500 |     4.90e+00 |     2.69e+00 |     3.32e-01 |     1.87e+00 |   1.34e-04 |        20.77 |     0.93 |      37s | Model saved (best)  
    3550 |     5.33e+00 |     3.12e+00 |     3.12e-01 |     1.89e+00 |   1.34e-04 |        20.77 |     0.84 |      36s | Model saved         
    3600 |     4.99e+00 |     2.74e+00 |     3.63e-01 |     1.89e+00 |   1.34e-04 |        20.77 |     0.85 |      35s | Model saved         
    3650 |     4.91e+00 |     2.68e+00 |     3.49e-01 |     1.87e+00 |   1.34e-04 |        20.77 |     0.78 |      33s | Model saved         
    3700 |     5.49e+00 |     3.12e+00 |     4.30e-01 |     1.94e+00 |   1.34e-04 |        20.77 |     0.87 |      32s | Model saved         
    3750 |     5.19e+00 |     2.94e+00 |     3.28e-01 |     1.92e+00 |   1.07e-04 |        20.77 |     0.88 |      30s | Model saved         
    3800 |     5.16e+00 |     2.97e+00 |     3.52e-01 |     1.84e+00 |   1.07e-04 |        20.77 |     0.90 |      29s | Model saved         
    3850 |     5.21e+00 |     2.98e+00 |     3.44e-01 |     1.89e+00 |   1.07e-04 |        20.77 |     0.86 |      28s | Model saved         
    3900 |     5.30e+00 |     3.04e+00 |     3.74e-01 |     1.88e+00 |   1.07e-04 |        20.77 |     0.85 |      26s | Model saved         
    3950 |     4.91e+00 |     2.74e+00 |     3.08e-01 |     1.86e+00 |   8.59e-05 |        20.77 |     0.82 |      25s | Model saved         
    4000 |     5.05e+00 |     2.83e+00 |     3.58e-01 |     1.86e+00 |   8.59e-05 |        20.77 |     0.82 |      24s | Model saved         
    4050 |     4.83e+00 |     2.64e+00 |     3.52e-01 |     1.84e+00 |   8.59e-05 |        20.77 |     0.75 |      22s | Model saved (best)  
    4100 |     5.59e+00 |     3.33e+00 |     3.83e-01 |     1.88e+00 |   8.59e-05 |        20.77 |     0.99 |      21s | Model saved         
    4150 |     4.87e+00 |     2.66e+00 |     3.30e-01 |     1.88e+00 |   8.59e-05 |        20.77 |     0.79 |      20s | Model saved         
    4200 |     5.18e+00 |     2.95e+00 |     3.63e-01 |     1.86e+00 |   6.87e-05 |        20.77 |     0.76 |      19s | Model saved         
    4250 |     5.18e+00 |     2.98e+00 |     3.37e-01 |     1.86e+00 |   6.87e-05 |        20.77 |     0.75 |      17s | Model saved         
    4300 |     4.85e+00 |     2.68e+00 |     3.31e-01 |     1.84e+00 |   6.87e-05 |        20.77 |     0.79 |      16s | Model saved         
    4350 |     5.08e+00 |     2.93e+00 |     3.24e-01 |     1.83e+00 |   6.87e-05 |        20.77 |     0.79 |      15s | Model saved         
    4400 |     4.87e+00 |     2.80e+00 |     2.65e-01 |     1.81e+00 |   6.87e-05 |        20.77 |     0.75 |      14s | Model saved         
    4450 |     5.34e+00 |     3.17e+00 |     3.35e-01 |     1.84e+00 |   6.87e-05 |        20.77 |     0.65 |      12s | Model saved         
    4500 |     5.21e+00 |     2.95e+00 |     4.14e-01 |     1.85e+00 |   6.87e-05 |        20.77 |     0.68 |      11s | Model saved         
    4550 |     5.14e+00 |     2.94e+00 |     3.48e-01 |     1.86e+00 |   6.87e-05 |        20.77 |     0.65 |      10s | Model saved         
    4600 |     4.91e+00 |     2.68e+00 |     3.73e-01 |     1.86e+00 |   5.50e-05 |        20.77 |     0.82 |       9s | Model saved         
    4650 |     5.27e+00 |     3.11e+00 |     3.32e-01 |     1.84e+00 |   5.50e-05 |        20.77 |     0.83 |       8s | Model saved         
    4700 |     5.12e+00 |     2.95e+00 |     3.38e-01 |     1.84e+00 |   5.50e-05 |        20.77 |     0.70 |       6s | Model saved         
    4750 |     4.51e+00 |     2.40e+00 |     2.79e-01 |     1.84e+00 |   5.50e-05 |        20.77 |     0.88 |       5s | Model saved (best)  
    4800 |     5.26e+00 |     3.05e+00 |     3.46e-01 |     1.86e+00 |   4.40e-05 |        20.77 |     0.69 |       4s | Model saved         
    4850 |     5.06e+00 |     2.97e+00 |     2.89e-01 |     1.80e+00 |   4.40e-05 |        20.77 |     0.76 |       3s | Model saved         
    4900 |     4.84e+00 |     2.70e+00 |     3.21e-01 |     1.82e+00 |   4.40e-05 |        20.77 |     0.75 |       2s | Model saved         
    4950 |     4.53e+00 |     2.53e+00 |     2.24e-01 |     1.78e+00 |   4.40e-05 |        20.77 |     0.73 |       1s | Model saved         
    4999 |     4.89e+00 |     2.77e+00 |     2.88e-01 |     1.83e+00 |   3.52e-05 |        20.77 |     0.62 |       0s | Model saved         
-------------------------------------------------------------------------------------------------------------------------------------------
Training completed. Lowest loss: 4.514263. Total time: 112.39 seconds
Model saved to saved/almgren_Resnet_ReLU\model.pth
