Training started at 2025-05-28 19:45:30
Logging training to saved/almgren_supervised_LSTM_ReLU\training.log

+---------------------------+---------------------------+
| Training Configuration    |                           |
+---------------------------+---------------------------+
| Epochs                    | 5000                      |
| Learning Rate             | 0.001                     |
| Adaptive LR               | True                      |
| lambda_Y (Y loss)         | 1                         |
| lambda_T (Terminal loss)  | 1                         |
| lambda_TG (Gradient loss) | 1                         |
| Number of Paths           | 1024                      |
| Batch Size                | 1024                      |
| Architecture              | LSTM                      |
| Depth                     | 5                         |
| Width                     | 256                       |
| Activation                | ReLU                      |
| T                         | 1.0                       |
| N                         | 40                        |
| Supervised                | True                      |
+---------------------------+---------------------------+

   Epoch |   Total loss |       Y loss |      T. loss |    T.G. loss |         LR |  Memory [MB] | Time [s] |      ETA | Status              
    3500 |     8.09e+00 |     1.50e+00 |     2.33e+00 |     4.26e+00 |   1.68e-04 |        63.91 |     2.34 |      57s | Model saved         
    3550 |     7.86e+00 |     1.34e+00 |     2.46e+00 |     4.06e+00 |   1.68e-04 |        63.91 |     2.00 |      55s | Model saved         
    3600 |     7.53e+00 |     1.40e+00 |     2.08e+00 |     4.05e+00 |   1.68e-04 |        63.91 |     2.02 |      53s | Model saved         
    3650 |     7.71e+00 |     1.32e+00 |     2.41e+00 |     3.97e+00 |   1.34e-04 |        63.91 |     1.61 |      51s | Model saved         
    3700 |     7.17e+00 |     1.43e+00 |     1.84e+00 |     3.91e+00 |   1.34e-04 |        63.91 |     1.66 |      49s | Model saved         
    3750 |     6.54e+00 |     1.27e+00 |     1.57e+00 |     3.69e+00 |   1.34e-04 |        63.91 |     1.81 |      47s | Model saved (best)  
    3800 |     6.67e+00 |     1.38e+00 |     1.74e+00 |     3.55e+00 |   1.34e-04 |        63.91 |     1.82 |      46s | Model saved         
    3850 |     7.06e+00 |     1.35e+00 |     2.01e+00 |     3.71e+00 |   1.34e-04 |        63.91 |     1.85 |      44s | Model saved         
    3900 |     7.25e+00 |     1.38e+00 |     2.25e+00 |     3.62e+00 |   1.34e-04 |        63.91 |     2.03 |      42s | Model saved         
    3950 |     6.33e+00 |     1.26e+00 |     1.55e+00 |     3.52e+00 |   1.34e-04 |        63.91 |     2.13 |      40s | Model saved (best)  
    4000 |     6.77e+00 |     1.41e+00 |     1.88e+00 |     3.48e+00 |   1.34e-04 |        63.91 |     1.83 |      38s | Model saved         
    4050 |     6.94e+00 |     1.42e+00 |     1.90e+00 |     3.62e+00 |   1.07e-04 |        63.91 |     1.92 |      36s | Model saved         
    4100 |     6.49e+00 |     1.40e+00 |     1.69e+00 |     3.40e+00 |   1.07e-04 |        63.91 |     2.01 |      34s | Model saved         
    4150 |     6.32e+00 |     1.38e+00 |     1.53e+00 |     3.42e+00 |   1.07e-04 |        63.91 |     2.13 |      32s | Model saved (best)  
    4200 |     6.62e+00 |     1.47e+00 |     1.76e+00 |     3.40e+00 |   1.07e-04 |        63.91 |     2.44 |      30s | Model saved         
    4250 |     6.50e+00 |     1.32e+00 |     1.91e+00 |     3.26e+00 |   8.59e-05 |        63.91 |     1.97 |      28s | Model saved         
    4300 |     6.87e+00 |     1.44e+00 |     1.87e+00 |     3.57e+00 |   8.59e-05 |        63.91 |     1.67 |      27s | Model saved         
    4350 |     6.35e+00 |     1.45e+00 |     1.65e+00 |     3.24e+00 |   8.59e-05 |        63.91 |     1.87 |      25s | Model saved         
    4400 |     5.92e+00 |     1.33e+00 |     1.49e+00 |     3.10e+00 |   8.59e-05 |        63.91 |     1.66 |      23s | Model saved (best)  
    4450 |     6.35e+00 |     1.40e+00 |     1.66e+00 |     3.28e+00 |   6.87e-05 |        63.91 |     2.00 |      21s | Model saved         
    4500 |     6.72e+00 |     1.49e+00 |     1.90e+00 |     3.33e+00 |   6.87e-05 |        63.91 |     1.67 |      19s | Model saved         
    4550 |     6.27e+00 |     1.36e+00 |     1.82e+00 |     3.10e+00 |   6.87e-05 |        63.91 |     2.21 |      17s | Model saved         
    4600 |     5.69e+00 |     1.30e+00 |     1.52e+00 |     2.88e+00 |   6.87e-05 |        63.91 |     2.03 |      15s | Model saved (best)  
    4650 |     6.28e+00 |     1.39e+00 |     1.88e+00 |     3.00e+00 |   6.87e-05 |        63.91 |     2.81 |      13s | Model saved         
    4700 |     6.45e+00 |     1.29e+00 |     1.92e+00 |     3.25e+00 |   6.87e-05 |        63.91 |     2.45 |      11s | Model saved         
    4750 |     6.55e+00 |     1.43e+00 |     1.98e+00 |     3.14e+00 |   6.87e-05 |        63.91 |     1.62 |       9s | Model saved         
    4800 |     6.52e+00 |     1.33e+00 |     1.95e+00 |     3.24e+00 |   6.87e-05 |        63.91 |     1.65 |       7s | Model saved         
    4850 |     6.13e+00 |     1.33e+00 |     1.74e+00 |     3.07e+00 |   5.50e-05 |        63.91 |     1.34 |       5s | Model saved         
    4900 |     6.42e+00 |     1.34e+00 |     1.89e+00 |     3.18e+00 |   5.50e-05 |        63.91 |     1.31 |       3s | Model saved         
    4950 |     6.26e+00 |     1.38e+00 |     1.72e+00 |     3.16e+00 |   5.50e-05 |        63.91 |     1.53 |       1s | Model saved         
    4999 |     6.53e+00 |     1.42e+00 |     1.88e+00 |     3.23e+00 |   5.50e-05 |        63.91 |     1.17 |       0s | Model saved         
-------------------------------------------------------------------------------------------------------------------------------------------
Training completed. Lowest loss: 5.692675. Total time: 191.39 seconds
Model saved to saved/almgren_supervised_LSTM_ReLU\model.pth
